Rk,Player,Nation,Pos,Team,Comp,Age,90s,Min,Ht.,Wt.,Ast,Blocks,Carries,Clr,Cmp%,CS,CS%,Dis,Err,G+A,G-PK,GA,Gls,Int,KP,Mis,npxG,PKA,PKsv,PPA,PrgC,PrgP,PrgR,Recov,Save%,Saves,Tkl,Tkl+Int,TklW,Touches,xAG,xG
32,Iñaki Williams,GHA,FW,Athletic Club,La Liga,31,7.5,672,1.86,77.0,0,4,149,2,63.8,,,7,0,1,0,,1,0,6,27,1.5,,,5,17,12,61,19,,,3,3,2,248,0.5,2.3
33,Mats Wieffer,NED,DF,Brighton,Premier League,25,7.1,641,ND,ND,2,9,204,28,82.5,,,9,0,2,0,,0,5,8,8,0.2,,,4,14,42,23,40,,,30,35,20,478,1.7,0.2
34,Adam Wharton,ENG,MF,Crystal Palace,Premier League,21,7.7,695,ND,ND,0,6,199,10,75.9,,,6,0,0,0,,0,8,14,7,0.3,,,8,9,39,8,36,,,12,20,9,375,2.2,0.3
35,Wesley,BRA,DFMF,Roma,Serie A,21,9.4,848,ND,ND,0,9,339,21,78.7,,,9,0,1,1,,1,4,11,19,0.8,,,9,23,28,79,39,,,19,23,11,610,1.7,0.8
36,Danny Welbeck,ENG,FW,Brighton,Premier League,34,7.9,712,1.85,72.0,0,4,127,8,77.4,,,11,1,6,6,,6,1,8,16,3.4,,,1,5,8,24,15,,,6,7,4,215,0.3,4.2
37,Timothy Weah,USA,DFFW,Marseille,Ligue 1,25,5.8,521,1.85,67.0,1,2,196,8,85.7,,,1,0,1,0,,0,4,8,8,0.3,,,6,17,18,59,14,,,15,19,11,327,0.4,0.3
38,Ollie Watkins,ENG,FW,Aston Villa,Premier League,29,9.6,866,1.8,70.0,0,6,133,5,73.0,,,11,0,1,1,,1,2,6,17,2.3,,,3,17,13,61,18,,,5,7,2,237,0.5,2.3
39,James Ward-Prowse,ENG,MF,West Ham,Premier League,30,4.6,413,1.73,66.0,0,5,100,3,84.9,,,0,0,0,0,,0,5,12,5,0.1,,,5,1,20,8,9,,,4,9,2,246,0.9,0.1
40,Aaron Wan-Bissaka,COD,DF,West Ham,Premier League,27,6.2,561,1.82,72.0,0,8,172,28,79.1,,,4,1,0,0,,0,10,3,7,0.0,,,7,12,19,34,16,,,7,17,5,386,0.2,0.0
41,Sebastian Walukiewicz,POL,DF,Sassuolo,Serie A,25,9.4,844,1.88,82.0,0,5,246,32,83.4,,,7,0,0,0,,0,5,8,14,0.0,,,7,14,28,13,30,,,15,20,10,520,0.5,0.0
42,Kyle Walker-Peters,ENG,DF,West Ham,Premier League,28,5.2,470,1.73,63.0,0,7,156,17,84.5,,,5,0,1,1,,1,0,3,1,1.1,,,3,13,16,21,23,,,10,10,6,302,0.1,1.1
43,Kyle Walker,ENG,DF,Burnley,Premier League,35,11.0,990,1.78,73.0,1,20,304,53,68.8,,,7,0,1,0,,0,14,2,15,0.1,,,3,15,26,16,61,,,20,34,11,682,0.4,0.1
44,Hauke Wahl,GER,DF,St. Pauli,Bundesliga,31,9.0,810,1.89,77.0,0,6,334,35,86.5,,,2,2,1,1,,1,2,3,3,0.2,,,2,11,50,7,31,,,12,14,8,700,0.1,0.2
45,Luka Vušković,CRO,DF,2 Teams,2 Comps,18,8.0,720,ND,ND,0,19,346,78,85.0,,,8,1,1,1,,1,8,6,4,0.8,,,0,5,26,5,35,,,5,13,3,634,0.2,0.8
46,Aster Vranckx,BEL,MF,Sassuolo,Serie A,22,4.9,445,1.83,78.0,0,5,119,7,81.1,,,4,0,0,0,,0,0,1,11,0.0,,,1,3,8,8,10,,,9,9,4,206,0.0,0.0
47,Mërgim Vojvoda,KVX,FWDF,Como,Serie A,30,5.5,498,1.87,71.0,0,5,175,11,78.4,,,2,0,1,1,,1,4,7,7,0.8,,,5,13,21,30,22,,,2,6,2,293,0.8,0.8
48,Nikola Vlašić,CRO,MFFW,Torino,Serie A,27,8.4,753,1.78,76.0,0,12,199,5,83.5,,,18,0,0,0,,0,2,12,11,0.6,,,16,15,41,41,44,,,13,15,6,356,0.7,0.6
49,Dušan Vlahović,SRB,FW,Juventus,Serie A,25,6.3,563,1.9,83.0,0,3,101,3,68.5,,,14,0,3,2,,3,1,4,23,2.7,,,3,7,8,47,8,,,3,4,3,182,0.4,3.5
50,Daniel Vivian,ESP,DF,Athletic Club,La Liga,26,10.7,960,1.83,83.0,0,9,342,61,85.5,,,5,1,0,0,,0,13,3,11,0.6,,,0,5,46,2,40,,,19,32,12,679,0.4,0.6
51,Vitinha,POR,MF,Paris S-G,Ligue 1,25,8.7,787,1.72,64.0,6,5,903,7,93.6,,,5,0,7,1,,1,4,16,6,0.5,,,16,35,128,14,54,,,9,13,8,1264,1.5,0.5
52,Vitinha,POR,MF,Paris S-G,Ligue 1,25,8.7,787,1.78,74.0,6,5,903,7,93.6,,,5,0,7,1,,1,4,16,6,0.5,,,16,35,128,14,54,,,9,13,8,1264,1.5,0.5
53,Federico Viñas,URU,FW,Oviedo,La Liga,27,5.5,498,1.8,80.0,0,2,76,6,72.8,,,5,0,1,0,,1,4,4,19,0.8,,,2,2,8,20,20,,,13,17,10,163,0.5,1.5
54,Nacho Vidal,ESP,DF,Oviedo,La Liga,30,7.9,709,1.8,74.0,0,5,216,39,80.7,,,1,2,0,0,,0,9,0,9,0.5,,,3,9,10,18,25,,,13,22,10,439,0.0,0.5
55,Carlos Vicente,ESP,MFFW,Alavés,La Liga,26,8.3,749,ND,ND,0,12,266,10,71.1,,,3,0,3,0,,3,4,14,19,0.5,,,10,22,17,81,33,,,21,25,14,483,1.6,2.9
56,Unai Vencedor Paris,ESP,MF,2 Teams,La Liga,24,4.8,432,1.76,74.0,0,8,153,6,79.8,,,2,0,0,0,,0,4,6,3,0.0,,,5,1,21,2,26,,,14,18,10,270,0.9,0.0
57,Micky van de Ven,NED,DF,Tottenham,Premier League,24,10.9,979,1.93,81.0,0,9,433,37,91.7,,,1,1,3,3,,3,12,2,5,1.6,,,1,5,32,2,41,,,13,25,7,756,0.1,1.6
58,Renato Veiga,POR,DF,Villarreal,La Liga,22,8.8,795,ND,ND,0,15,362,50,89.8,,,0,0,0,0,,0,4,1,6,0.1,,,1,2,23,2,25,,,3,7,0,569,0.0,0.1
59,Danilo Veiga,POR,DF,Lecce,Serie A,22,8.5,762,1.83,83.0,1,7,199,36,74.3,,,5,3,1,0,,0,9,6,10,0.1,,,9,13,33,30,22,,,23,32,12,480,0.2,0.1
60,Franco Vázquez,ARG,FWMF,Cremonese,Serie A,36,4.5,408,1.87,80.0,0,2,121,2,72.8,,,13,0,1,1,,1,1,7,12,1.4,,,3,4,22,29,17,,,13,14,7,224,0.8,1.4
61,José Luis García Vayá,ESP,MF,Valencia,La Liga,26,7.8,705,1.86,80.0,0,6,265,19,81.4,,,1,0,0,0,,0,9,7,6,0.4,,,5,1,47,7,32,,,26,35,12,540,0.3,0.4
62,Johan Vásquez,MEX,DF,Genoa,Serie A,26,11.0,990,1.82,72.0,0,10,437,52,85.2,,,4,0,0,0,,0,13,2,2,0.4,,,1,11,44,2,35,,,13,26,8,745,0.2,0.5
63,Ruben Vargas,SUI,FWMF,Sevilla,La Liga,26,9.0,810,1.74,68.0,4,2,250,7,66.9,,,9,0,7,2,,3,4,11,26,1.1,,,8,30,29,47,47,,,9,13,8,432,1.4,1.9
64,Jamie Vardy,ENG,FW,Cremonese,Serie A,38,5.7,515,1.78,76.0,0,1,45,5,50.0,,,5,0,2,2,,2,0,3,10,1.4,,,2,10,5,24,6,,,5,5,5,100,0.1,1.4
65,Charles Vanhoutte,BEL,MF,Nice,Ligue 1,26,8.0,716,1.82,76.0,2,13,237,25,80.5,,,2,0,2,0,,0,8,5,10,0.0,,,3,4,36,11,39,,,18,26,11,484,0.3,0.0
66,Jari Vandeputte,BEL,MF,Cremonese,Serie A,29,8.2,734,1.74,69.0,4,10,250,18,72.2,,,10,1,4,0,,0,7,22,8,0.4,,,11,12,44,32,38,,,15,22,10,467,2.4,0.4
67,Vladyslav Vanat,UKR,FW,Girona,La Liga,23,7.0,632,1.82,69.0,0,6,70,9,72.3,,,5,1,2,2,,2,1,5,12,2.1,,,2,5,6,20,9,,,3,4,3,145,0.7,2.1
68,Virgil van Dijk,NED,DF,Liverpool,Premier League,34,11.0,990,1.93,87.0,0,14,550,96,89.8,,,1,1,0,0,,0,10,2,6,0.4,,,2,13,65,8,25,,,7,17,4,965,0.1,0.4
69,Federico Valverde,URU,MFDF,Real Madrid,La Liga,27,11.0,988,1.83,72.0,4,11,427,22,89.7,,,4,1,4,0,,0,11,16,5,1.0,,,13,17,72,37,49,,,20,31,13,827,1.4,1.0
70,Álex Valle,ESP,DF,Como,Serie A,21,8.4,756,ND,ND,1,12,248,23,82.7,,,1,0,1,0,,0,10,3,11,0.5,,,4,7,29,19,23,,,22,32,15,584,0.3,0.5
71,Martin Valjent,SVK,DF,Mallorca,La Liga,29,12.0,1080,1.86,78.0,0,15,365,71,84.6,,,1,1,0,0,,0,6,1,5,0.3,,,1,9,36,8,30,,,19,25,12,659,0.0,0.3
72,Emanuele Valeri,ITA,DF,Parma,Serie A,26,5.5,498,1.8,78.0,1,3,113,11,55.6,,,5,0,1,0,,0,3,13,10,0.1,,,8,13,14,20,16,,,12,15,10,277,0.8,0.1
73,Germán Valera,ESP,FWMF,Elche,La Liga,23,8.6,772,1.7,71.0,1,6,301,14,82.0,,,10,1,2,1,,1,5,11,13,0.7,,,9,26,29,68,42,,,18,23,12,494,0.9,0.7
74,Óscar Valentín,ESP,MF,Rayo Vallecano,La Liga,30,6.4,576,1.77,64.0,0,14,151,22,88.7,,,1,0,0,0,,0,8,0,9,0.1,,,1,3,31,4,27,,,25,33,15,336,0.0,0.1
75,Lautaro Valenti,ARG,DF,Parma,Serie A,26,6.5,588,1.88,80.0,0,8,144,34,72.4,,,3,0,0,0,,0,8,5,5,0.1,,,0,5,13,0,17,,,9,17,6,320,0.6,0.1
76,Josha Vagnoman,GER,DF,Stuttgart,Bundesliga,24,5.9,532,1.87,86.0,1,5,160,22,79.8,,,4,0,2,1,,1,1,8,6,0.7,,,5,9,16,40,17,,,16,17,8,333,0.4,0.7
77,Can Uzun,TUR,MF,Eint Frankfurt,Bundesliga,19,6.5,586,ND,ND,3,4,234,3,81.0,,,9,0,8,5,,5,0,10,14,1.7,,,10,9,43,39,23,,,9,9,5,383,1.8,1.7
78,Dayot Upamecano,FRA,DF,Bayern Munich,Bundesliga,26,7.2,652,1.88,79.0,0,6,521,16,91.9,,,2,1,0,0,,0,6,2,9,0.3,,,1,5,43,0,43,,,13,19,9,719,0.2,0.3
79,Lukas Ullrich,GER,DF,Gladbach,Bundesliga,21,6.9,623,ND,ND,0,7,180,22,76.8,,,5,0,0,0,,0,10,8,13,0.2,,,12,10,18,29,26,,,17,27,7,349,0.4,0.2
80,Lesley Ugochukwu,FRA,MF,Burnley,Premier League,21,6.6,590,1.88,83.0,0,8,146,7,84.4,,,9,0,2,2,,2,5,1,6,0.9,,,2,8,14,15,16,,,18,23,5,258,0.0,0.9
81,Matthieu Udol,FRA,DF,Lens,Ligue 1,29,11.9,1069,1.78,74.0,1,20,313,40,78.5,,,5,0,1,0,,0,19,11,8,1.0,,,18,21,35,34,56,,,21,40,9,691,2.9,1.0
82,Axel Tuanzebe,COD,DF,Burnley,Premier League,27,5.0,450,1.85,78.0,0,5,172,45,86.1,,,0,1,0,0,,0,3,0,1,0.0,,,1,0,8,1,13,,,4,7,1,289,0.0,0.0
83,Heorhii Tsitaishvili,GEO,FWDF,Metz,Ligue 1,24,7.8,699,1.71,72.0,1,7,197,14,70.7,,,2,1,1,0,,0,4,15,8,0.6,,,7,20,3,48,26,,,7,11,5,316,2.3,0.6
84,Adrien Truffert,FRA,DF,Bournemouth,Premier League,23,10.7,962,1.73,61.0,1,16,373,47,78.3,,,8,0,1,0,,0,9,8,5,0.2,,,11,23,48,58,54,,,23,32,14,706,0.7,0.2
85,Leandro Trossard,BEL,FW,Arsenal,Premier League,30,7.1,643,1.72,61.0,2,7,219,2,71.0,,,11,0,4,2,,2,4,9,16,1.8,,,14,20,24,71,21,,,4,8,3,350,0.8,1.8
86,Kieran Trippier,ENG,DF,Newcastle Utd,Premier League,34,7.8,699,1.78,66.0,0,11,328,21,79.4,,,3,0,0,0,,0,4,14,3,0.0,,,12,11,75,40,35,,,10,14,6,640,0.8,0.0
87,Christopher Trimmel,AUT,DF,Union Berlin,Bundesliga,38,6.8,614,1.89,80.0,1,4,139,26,54.2,,,3,0,1,0,,0,3,22,5,0.0,,,4,12,16,11,24,,,6,9,4,344,1.7,0.0
88,Philipp Treu,GER,DFFW,Freiburg,Bundesliga,24,4.9,441,ND,ND,0,6,113,9,81.4,,,1,1,0,0,,0,3,2,6,0.0,,,1,4,14,17,15,,,12,15,8,241,0.1,0.0
89,Omar Traoré,GER,DF,Heidenheim,Bundesliga,27,7.7,689,ND,ND,1,10,171,12,75.1,,,6,0,1,0,,0,7,6,7,0.1,,,8,15,28,25,33,,,9,16,4,388,1.0,0.1
90,Boubacar Traoré,MLI,MF,Metz,Ligue 1,23,7.0,629,1.75,67.0,0,8,199,9,86.3,,,6,2,1,1,,1,3,0,14,0.7,,,1,3,16,5,36,,,22,25,12,380,0.0,0.7
91,Mattéo Tramoni,FRA,MFFW,Pisa,Serie A,25,5.8,525,1.77,72.0,1,6,104,5,64.1,,,3,0,1,0,,0,3,8,10,0.7,,,9,16,22,30,25,,,8,11,4,186,0.7,0.7
92,Idrissa Touré,GER,DF,Pisa,Serie A,27,8.1,730,1.85,77.0,0,5,157,29,62.5,,,9,0,1,1,,1,14,9,19,1.2,,,9,19,15,28,38,,,14,28,6,370,0.7,1.2
93,Bazoumana Touré,CIV,FWMF,Hoffenheim,Bundesliga,19,8.9,804,1.73,70.0,3,12,235,8,68.8,,,13,0,4,1,,1,2,14,31,1.6,,,16,41,28,86,45,,,14,16,8,390,1.9,1.6
94,Alpha Touré,SEN,MFDF,Metz,Ligue 1,19,6.9,622,ND,ND,0,11,235,11,86.8,,,5,1,0,0,,0,4,5,6,0.3,,,1,9,12,14,27,,,20,24,13,388,0.3,0.3
95,Abdoulaye Touré,GUI,MF,Le Havre,Ligue 1,31,7.6,683,1.87,77.0,0,9,245,17,83.4,,,6,0,2,2,,2,9,3,17,0.8,,,3,8,29,25,24,,,11,20,5,386,0.1,1.6
96,Lucas Torró,ESP,MF,Osasuna,La Liga,31,8.8,795,1.88,77.0,0,4,195,18,76.0,,,3,1,0,0,,0,12,2,12,0.5,,,1,2,26,8,48,,,16,28,8,443,0.1,0.5
97,Pau Torres,ESP,DF,Aston Villa,Premier League,28,6.7,599,1.91,85.0,0,7,271,26,88.8,,,1,0,0,0,,0,4,0,4,0.1,,,0,7,25,3,30,,,7,11,5,451,0.0,0.1
98,Ferrán Torres,ESP,FW,Barcelona,La Liga,25,7.7,695,1.84,77.0,1,5,134,2,75.3,,,8,0,6,5,,5,3,11,21,5.4,,,4,4,12,53,18,,,4,7,4,252,1.1,5.4
99,Pablo Torre,ESP,MFFW,Mallorca,La Liga,22,6.0,541,1.73,63.0,1,9,209,8,78.1,,,8,0,1,0,,0,3,13,9,0.1,,,7,8,38,21,20,,,2,5,2,351,1.1,0.1
100,Sandro Tonali,ITA,MF,Newcastle Utd,Premier League,25,9.7,870,1.81,78.0,1,15,391,12,82.1,,,4,1,1,0,,0,12,14,10,0.4,,,9,19,76,22,44,,,12,24,8,700,1.6,0.4
101,Fikayo Tomori,ENG,DF,Milan,Serie A,27,7.6,684,1.85,75.0,0,8,326,30,88.1,,,0,0,0,0,,0,7,1,3,0.3,,,4,3,32,8,22,,,14,21,9,554,0.1,0.3
102,Tiago Tomás,POR,FWMF,Stuttgart,Bundesliga,23,5.1,455,1.8,76.0,0,6,131,5,79.9,,,6,0,3,3,,3,0,7,14,2.6,,,0,8,15,43,16,,,6,6,2,228,0.7,2.6
103,Jeremy Toljan,GER,DF,Levante,La Liga,30,11.3,1020,1.82,71.0,2,21,242,34,69.7,,,5,0,3,1,,1,13,11,12,0.8,,,8,5,22,34,24,,,24,37,12,565,1.6,0.8
104,Corentin Tolisso,FRA,MF,Lyon,Ligue 1,30,10.5,947,1.81,78.0,0,13,353,13,83.6,,,14,0,3,3,,3,8,11,12,2.7,,,5,6,58,38,44,,,15,23,8,632,1.2,3.5
105,Jean-Clair Todibo,FRA,DF,West Ham,Premier League,25,5.4,486,1.9,81.0,0,4,187,32,86.8,,,0,0,0,0,,0,3,1,3,0.0,,,1,5,19,1,18,,,11,14,7,326,0.0,0.0
106,Jurriën Timber,NED,DF,Arsenal,Premier League,24,9.8,882,1.79,78.0,1,9,316,26,83.9,,,11,0,3,2,,2,6,11,15,2.0,,,14,16,59,47,33,,,34,40,18,617,0.6,2.0
107,Malik Tillman,USA,MF,Leverkusen,Bundesliga,23,4.7,420,1.86,77.0,0,12,148,5,81.9,,,7,0,2,2,,2,7,5,11,1.0,,,1,11,10,22,15,,,13,20,11,291,0.4,1.0
108,Cheikh Tidiane Sabaly,SEN,MFFW,Metz,Ligue 1,26,8.7,785,1.68,56.0,2,9,191,5,76.6,,,14,0,2,0,,0,4,9,22,1.5,,,10,25,26,34,28,,,18,22,13,301,1.5,1.5
109,Khéphren Thuram,FRA,MF,Juventus,Serie A,24,7.6,688,1.91,82.0,1,5,327,10,87.0,,,5,0,2,1,,1,4,7,11,0.8,,,7,19,32,15,27,,,17,21,9,518,0.4,0.8
110,Kristian Thorstvedt,NOR,MF,Sassuolo,Serie A,26,5.6,500,1.71,78.0,1,4,151,12,74.5,,,2,0,1,0,,0,7,8,11,1.4,,,4,13,23,20,21,,,8,15,1,285,0.6,1.4
111,Adrien Thomasson,FRA,MF,Lens,Ligue 1,31,11.9,1073,1.82,75.0,4,23,300,21,78.0,,,14,0,5,1,,1,9,37,16,2.3,,,10,8,46,39,79,,,35,44,17,743,3.0,2.3
112,Jan Thielmann,GER,FWMF,Köln,Bundesliga,23,4.9,444,1.78,66.0,1,4,84,4,69.6,,,8,0,3,2,,2,3,5,3,1.4,,,1,6,8,19,11,,,4,7,3,135,0.5,1.4
113,Malick Thiaw,GER,DF,Newcastle Utd,Premier League,23,7.0,633,1.85,80.0,0,12,254,39,86.1,,,1,0,0,0,,0,11,1,2,0.7,,,2,10,38,11,31,,,9,20,6,431,0.3,0.7
114,Thiago,BRA,FW,Brentford,Premier League,24,10.2,922,1.88,85.0,0,8,112,20,70.2,,,9,0,8,5,,8,2,5,30,3.3,,,5,5,10,30,18,,,15,17,9,304,1.1,5.6
115,Arthur Theate,BEL,DF,Eint Frankfurt,Bundesliga,25,10.0,900,1.91,81.0,0,4,558,66,88.0,,,0,2,0,0,,0,10,5,8,0.0,,,5,19,83,10,30,,,11,21,7,919,0.2,0.0
116,Florian Thauvin,FRA,MF,Lens,Ligue 1,32,10.2,914,1.79,70.0,2,7,342,6,70.6,,,23,2,4,1,,2,2,26,29,2.8,,,21,42,60,85,40,,,13,15,10,595,2.7,4.4
117,Jordan Teze,NED,MFDF,Monaco,Ligue 1,25,9.6,863,1.76,82.0,0,17,290,19,80.0,,,7,0,0,0,,0,9,14,11,0.2,,,11,17,56,30,43,,,28,37,22,632,1.6,0.2
118,Kenny Tete,NED,DF,Fulham,Premier League,29,8.0,719,1.8,70.0,0,6,237,27,80.9,,,6,0,0,0,,0,9,4,6,0.2,,,4,9,36,11,32,,,26,35,18,512,0.2,0.2
119,Tanner Tessmann,USA,MF,Lyon,Ligue 1,23,9.5,859,1.88,82.0,0,17,337,27,85.5,,,8,1,1,1,,1,8,8,14,0.7,,,3,6,42,15,44,,,15,23,10,580,1.5,0.7
120,Filippo Terracciano,ITA,DF,Cremonese,Serie A,22,9.9,889,1.81,68.0,0,16,348,40,82.1,,,0,3,2,2,,2,15,2,10,0.8,,,1,7,33,6,37,,,5,20,5,678,0.1,0.8
121,Nahuel Tenaglia,ARG,DF,Alavés,La Liga,29,11.0,990,1.82,71.0,0,15,309,63,84.1,,,1,0,1,1,,1,10,1,5,0.6,,,0,5,26,2,23,,,13,23,10,547,0.0,0.6
122,Aurélien Tchouaméni,FRA,MF,Real Madrid,La Liga,25,9.7,874,1.85,75.0,0,10,369,19,91.6,,,0,1,0,0,,0,14,3,3,1.1,,,4,10,57,9,41,,,18,32,8,652,0.5,1.1
123,Jackson Tchatchoua,CMR,DFMF,Wolves,Premier League,23,5.8,522,1.78,79.0,0,9,127,24,71.0,,,2,1,0,0,,0,5,5,9,0.3,,,6,11,7,36,26,,,11,16,5,311,0.2,0.3
124,Loum Tchaouna,FRA,MFFW,Burnley,Premier League,21,4.9,440,ND,ND,0,3,79,7,65.8,,,6,1,1,1,,1,1,1,10,0.4,,,8,6,12,18,12,,,7,8,5,172,0.1,0.4
125,Marcus Tavernier,ENG,MFFW,Bournemouth,Premier League,26,9.5,856,1.76,69.0,1,9,286,16,78.4,,,19,0,3,2,,2,6,15,19,1.3,,,10,27,40,59,42,,,13,19,4,478,1.6,1.3
126,Nuno Tavares,POR,DF,Lazio,Serie A,25,5.1,461,1.84,79.0,0,8,216,8,81.6,,,4,1,0,0,,0,5,7,11,0.2,,,2,23,26,17,25,,,6,11,5,403,0.3,0.2
127,Tylel Tati,FRA,DF,Nantes,Ligue 1,17,10.7,965,ND,ND,0,12,409,48,87.8,,,2,3,0,0,,0,12,1,4,0.0,,,1,5,13,0,31,,,9,21,5,614,0.0,0.0
128,César Tárrega,ESP,DF,Valencia,La Liga,23,12.0,1080,1.93,77.0,0,20,400,83,85.3,,,1,1,0,0,,0,13,2,5,0.2,,,1,6,22,1,41,,,19,32,11,788,0.1,0.2
129,James Tarkowski,ENG,DF,Everton,Premier League,32,11.0,990,1.85,81.0,0,21,320,74,80.8,,,0,3,0,0,,0,10,5,6,0.6,,,2,6,33,4,26,,,15,25,10,627,0.4,0.6
130,Edmond Tapsoba,BFA,DF,Leverkusen,Bundesliga,26,9.6,865,1.9,80.0,2,13,630,40,90.7,,,0,0,4,2,,2,6,5,4,0.8,,,1,3,39,5,48,,,15,21,9,952,0.4,0.8
131,Adrien Tameze,CMR,DFMF,Torino,Serie A,31,5.0,451,1.8,78.0,0,3,118,17,79.2,,,1,1,0,0,,0,10,2,3,0.0,,,2,4,19,6,22,,,5,15,4,257,0.1,0.0
132,Montassar Talbi,TUN,DF,Lorient,Ligue 1,27,12.0,1080,1.9,84.0,0,15,436,59,88.8,,,1,0,0,0,,0,10,3,5,0.2,,,1,10,26,6,30,,,11,21,7,685,0.1,0.2
133,Chemsdine Talbi,MAR,FWMF,Sunderland,Premier League,20,6.6,591,ND,ND,1,4,140,9,75.0,,,3,0,2,1,,1,0,5,11,1.0,,,4,11,5,37,20,,,5,5,2,222,0.3,1.0
134,Jonathan Tah,GER,DF,Bayern Munich,Bundesliga,29,8.7,787,1.93,98.0,0,10,514,44,95.6,,,2,0,1,1,,1,9,2,5,0.2,,,2,5,38,1,31,,,9,18,4,746,0.1,0.2
135,Nicolás Tagliafico,ARG,DF,Lyon,Ligue 1,32,7.1,640,1.72,65.0,1,8,208,20,82.6,,,0,0,1,0,,0,13,3,3,1.1,,,4,10,23,15,26,,,14,27,8,432,0.4,1.1
136,Haris Tabakovic,BIH,FW,Gladbach,Bundesliga,31,6.3,571,1.94,90.0,3,2,87,21,69.0,,,7,0,9,6,,6,0,5,21,4.6,,,1,2,5,18,6,,,1,1,0,183,0.6,5.3
137,Musa Al-Taamari,JOR,DFFW,Rennes,Ligue 1,28,6.4,572,1.78,75.0,2,7,152,2,73.0,,,8,0,3,1,,1,5,13,14,1.4,,,8,30,9,55,28,,,7,12,5,266,1.6,1.4
138,Dominik Szoboszlai,HUN,MFDF,Liverpool,Premier League,24,11.0,990,1.86,74.0,1,10,499,27,83.1,,,7,1,2,1,,1,7,16,8,1.4,,,13,32,86,51,67,,,23,30,17,863,1.5,1.4
139,Daniel Svensson,SWE,DFMF,Dortmund,Bundesliga,23,9.3,833,ND,ND,0,11,237,31,80.8,,,6,1,1,1,,1,4,11,6,0.7,,,11,17,33,66,29,,,13,17,7,518,1.0,0.7
140,Mattias Svanberg,SWE,MFFW,Wolfsburg,Bundesliga,26,4.9,441,1.85,75.0,1,5,99,10,72.4,,,2,0,3,2,,2,4,4,12,1.5,,,4,6,23,14,13,,,3,7,2,187,0.9,1.5
141,Crysencio Summerville,NED,FWMF,West Ham,Premier League,23,7.1,640,1.74,61.0,1,4,169,14,83.8,,,9,0,1,0,,0,4,4,20,1.0,,,4,16,20,43,30,,,10,14,5,290,0.3,1.0
142,Kamaldeen Sulemana,GHA,MF,Atalanta,Serie A,23,5.4,486,1.75,70.0,1,2,156,4,83.4,,,8,0,3,2,,2,0,4,12,0.9,,,8,19,24,45,25,,,5,5,3,218,0.9,0.9
143,Pavel Šulc,CZE,FWMF,Lyon,Ligue 1,24,5.5,494,ND,ND,1,5,99,3,78.1,,,6,0,6,5,,5,3,6,20,3.7,,,3,11,12,19,12,,,9,12,3,197,1.3,3.7
144,Yukinari Sugawara,JPN,DF,Werder Bremen,Bundesliga,25,8.8,791,1.79,67.0,3,10,298,45,76.9,,,2,1,3,0,,0,4,10,11,1.1,,,11,20,44,54,33,,,11,15,7,589,0.7,1.1
145,Petar Sucic,CRO,MF,Inter,Serie A,21,6.0,539,ND,ND,2,9,193,8,86.3,,,6,0,3,1,,1,2,10,6,0.4,,,11,16,47,37,20,,,14,16,6,335,0.8,0.4
146,Gabriel Suazo,CHI,DFMF,Sevilla,La Liga,27,9.3,840,1.8,70.0,1,10,268,22,78.9,,,10,2,1,0,,0,12,19,13,0.0,,,16,13,37,50,47,,,41,53,32,636,0.8,0.0
147,Denis Suárez,ESP,MF,2 Teams,La Liga,31,4.6,414,1.81,72.0,0,3,199,4,87.1,,,7,0,1,1,,1,2,4,7,0.7,,,4,10,25,7,30,,,9,11,4,342,0.4,0.7
148,Nikola Štulić,SRB,FW,Lecce,Serie A,23,7.2,648,ND,ND,0,3,85,5,64.9,,,5,0,0,0,,0,0,9,18,0.5,,,1,3,9,33,16,,,8,8,4,201,0.5,0.5
149,Pascal Struijk,NED,DF,Leeds United,Premier League,25,8.1,729,1.9,78.0,0,5,352,53,92.4,,,5,0,0,0,,0,2,2,3,0.8,,,1,2,26,3,21,,,6,8,4,608,0.1,0.8
150,Jørgen Strand Larsen,NOR,FW,Wolves,Premier League,25,7.9,707,1.93,87.0,0,4,109,10,67.6,,,6,0,1,0,,1,1,4,22,0.8,,,0,4,6,29,9,,,1,2,1,205,0.4,1.6
151,Kevin Stöger,AUT,MF,Gladbach,Bundesliga,31,4.5,401,1.75,70.0,0,4,108,2,76.5,,,4,0,0,0,,0,4,10,3,0.9,,,4,6,20,28,17,,,11,15,6,264,1.1,1.7
152,Angelo Stiller,GER,MF,Stuttgart,Bundesliga,24,8.6,777,1.83,77.0,3,9,395,12,85.8,,,3,0,4,1,,1,8,17,6,0.8,,,20,19,65,20,47,,,10,18,5,751,1.7,1.6
153,Benjamin Stambouli,FRA,MF,Metz,Ligue 1,34,5.9,535,1.8,75.0,0,6,193,15,79.0,,,4,2,0,0,,0,3,6,8,0.2,,,3,2,17,2,28,,,11,14,6,325,0.9,0.2
154,Jens Stage,DEN,MF,Werder Bremen,Bundesliga,28,7.2,650,1.87,81.0,0,8,178,14,74.1,,,3,0,4,4,,4,7,2,4,2.1,,,3,2,25,11,23,,,16,23,11,364,0.3,2.1
155,Anton Stach,GER,MF,Leeds United,Premier League,26,8.9,799,1.93,86.0,1,10,234,20,76.2,,,6,1,2,1,,1,5,15,7,0.9,,,6,14,45,23,33,,,15,20,9,489,1.1,0.9
